,index,budget,imdb_id,original_title,popularity,revenue,runtime,vote_average,vote_count,release_timespan,popularity_scaled, 10402, 10749, 10751, 10752, 10769, 10770, 12, 14, 16, 18, 27, 28, 35, 36, 37, 53, 80, 878, 9648, 99
748,1984,25000000.0,tt0089908,Return to Oz,6.523262,11137801.0,109.0,6.6,122.0,33.0,1.8753745575753342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
749,1985,42000000.0,tt0102803,The Rocketeer,10.536644,62000000.0,108.0,6.3,265.0,27.0,2.354859086339134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
750,1987,6000000.0,tt0053285,Sleeping Beauty,14.276169,51000000.0,75.0,6.8,1332.0,59.0,2.6585916436077186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
751,1988,19000000.0,tt0086336,Something Wicked This Way Comes,3.9858190000000002,5656087.0,95.0,6.6,38.0,35.0,1.382742811828327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
752,1991,8000000.0,tt0088161,Splash,8.441602,69821334.0,111.0,6.1,328.0,34.0,2.1331721010226863,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,1996,17000000.0,tt0084827,Tron,16.574021,33000000.0,96.0,6.6,717.0,36.0,2.807836469470817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
754,1998,17000000.0,tt0120694,Halloween: H20,8.619067999999999,55041738.0,86.0,5.7,306.0,20.0,2.1539769581804906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
755,2004,10500000.0,tt0099697,Graveyard Shift,4.668541,11582891.0,89.0,4.5,52.0,28.0,1.5408466031673902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
756,2005,10000000.0,tt0086066,The Outsiders,6.435926,33697647.0,91.0,6.9,293.0,35.0,1.8618957312393005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
757,2006,28000000.0,tt0087469,Indiana Jones and the Temple of Doom,15.802306,333000000.0,118.0,7.1,2841.0,34.0,2.760155878750437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
758,2007,4000000.0,tt0077869,The Lord of the Rings,7.914795,30471420.0,132.0,6.1,187.0,40.0,2.0687337928080463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
759,2009,10000000.0,tt0085407,The Dead Zone,11.194448,20766616.0,103.0,6.9,320.0,35.0,2.4154179411083887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
760,2010,10000000.0,tt0091499,Maximum Overdrive,6.614078,7433663.0,97.0,5.5,170.0,32.0,1.8892004076560738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761,2012,5000000.0,tt0085382,Cujo,7.065625999999999,21200000.0,91.0,5.7,194.0,35.0,1.9552416180144838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762,2013,800000.0,tt0087050,Children of the Corn,11.846960000000001,14000000.0,93.0,5.6,243.0,34.0,2.472071294584716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
763,2014,13800000.0,tt0096787,All Dogs Go to Heaven,7.068389,27100027.0,89.0,6.3,244.0,29.0,1.9556325897284939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
764,2015,30000000.0,tt0101272,The Addams Family,12.962525,191502426.0,99.0,6.7,871.0,27.0,2.5620625021940944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
765,2016,26000000.0,tt0120631,EverAfter,13.309701,65705772.0,121.0,6.8,408.0,20.0,2.588493167842147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
766,2017,73000000.0,tt0120832,Snake Eyes,11.604533,103891409.0,98.0,5.8,331.0,20.0,2.451395797641386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
767,2018,300000.0,tt0128214,"First Love, Last Rites",0.546143,40542.0,94.0,3.0,1.0,20.0,-0.6048744327663921,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768,2021,7200000.0,tt0080388,Atlantic City,3.8351879999999996,12729678.0,104.0,6.7,58.0,38.0,1.3442184557819488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
769,2023,7500000.0,tt0061184,Who's Afraid of Virginia Woolf?,5.564294,33736689.0,131.0,7.8,199.0,52.0,1.7163701123489103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770,2026,18000000.0,tt0061584,Doctor Dolittle,3.896319,9000000.0,152.0,6.0,42.0,51.0,1.3600322612785012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
771,2029,1000000.0,tt0078480,Watership Down,5.602126,3713768.0,88.0,7.3,159.0,40.0,1.723146168552131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
772,2030,7000000.0,tt0084649,The Secret of NIMH,10.812275,14665733.0,82.0,7.5,186.0,36.0,2.3806820627929275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,2031,15000000.0,tt0083791,The Dark Crystal,13.524001,40577001.0,93.0,7.3,233.0,36.0,2.6044659587882575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
774,2032,9000000.0,tt0090633,An American Tail,11.928545,84542002.0,80.0,6.6,344.0,32.0,2.47893426723018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
775,2034,25000000.0,tt0089469,Legend,10.932786,15502112.0,94.0,6.2,282.0,33.0,2.391766164493286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776,2035,6500000.0,tt0088128,Sixteen Candles,6.683723,23686027.0,93.0,6.9,455.0,34.0,1.8996751676242438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,2041,5000000.0,tt0080801,The Gods Must Be Crazy,10.973482,60000000.0,109.0,7.1,251.0,38.0,2.395481635044126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
778,2044,60000000.0,tt0118661,The Avengers,9.562953,48585416.0,89.0,4.4,205.0,20.0,2.25789657057963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
779,2045,20000000.0,tt0120703,How Stella Got Her Groove Back,3.645263,37672350.0,124.0,6.0,24.0,20.0,1.2934285164927897,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
780,2051,3200000.0,tt0063522,Rosemary's Baby,11.504558,33395426.0,136.0,7.5,892.0,50.0,2.44274330467024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
781,2052,27000000.0,tt0088323,The Neverending Story,14.225919000000001,20158808.0,102.0,7.0,1031.0,34.0,2.6550655824950296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
782,2053,32000000.0,tt0100240,The Neverending Story II: The Next Chapter,6.658994,16283667.0,89.0,5.5,193.0,28.0,1.8959684220918878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
783,2056,5000000.0,tt0119517,Your Friends & Neighbors,1.5647739999999999,4710749.0,100.0,5.9,17.0,20.0,0.44774140461845385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
784,2058,45000000.0,tt0120611,Blade,15.043454,131183530.0,120.0,6.5,1950.0,20.0,2.710942946410511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
785,2065,15000000.0,tt0094721,Beetlejuice,10.627364,73326666.0,92.0,7.1,1475.0,30.0,2.3634321841799824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
786,2067,1500000.0,tt0040746,Rope,7.248676,2200000.0,80.0,7.8,539.0,70.0,1.9808188314997397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
787,2068,2000000.0,tt0074512,Family Plot,4.845776,7900000.0,121.0,6.7,86.0,42.0,1.5781073976363453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788,2069,3500000.0,tt0068611,Frenzy,5.316387000000001,12600000.0,116.0,7.2,162.0,46.0,1.670793937298339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
789,2070,4000000.0,tt0065112,Topaz,5.757907,6000000.0,143.0,6.1,78.0,49.0,1.7505740406180754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
790,2071,3000000.0,tt0061107,Torn Curtain,6.243248,13000000.0,128.0,6.4,120.0,52.0,1.8315005597820408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
791,2072,2135161.0,tt0058329,Marnie,6.4090940000000005,7000000.0,130.0,7.2,233.0,54.0,1.8577179192892397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
792,2073,1200000.0,tt0051207,The Wrong Man,8.56081,2000000.0,105.0,6.9,105.0,62.0,2.1471948118451016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
793,2074,2500000.0,tt0049470,The Man Who Knew Too Much,12.547763,10250000.0,120.0,7.3,276.0,62.0,2.529542402677954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
794,2075,1200000.0,tt0048750,The Trouble with Harry,6.486117,7000000.0,99.0,6.9,152.0,63.0,1.869664046575342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
795,2077,1200000.0,tt0044079,Strangers on a Train,15.417729999999999,7000000.0,101.0,7.6,379.0,67.0,2.7355181458847713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
796,2079,13000000.0,tt0120577,54,8.736869,16757163.0,106.0,5.5,138.0,20.0,2.1675518874986177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,2080,250.0,tt0119346,I Married a Strange Person!,0.817002,203.0,72.0,7.5,12.0,20.0,-0.2021137361447143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,2084,35000000.0,tt0096446,Willow,9.918312,57269863.0,126.0,6.9,484.0,30.0,2.294382745527384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
799,2085,25000000.0,tt0094226,The Untouchables,11.062203,76270454.0,119.0,7.6,1424.0,31.0,2.403534162516021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
800,2097,1103000.0,tt0034248,Suspicion,5.660476,4500000.0,99.0,7.1,140.0,77.0,1.7335079876189032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
801,2120,12000000.0,tt0128442,Rounders,8.783453999999999,22921898.0,121.0,6.9,451.0,20.0,2.1728697243653117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
802,2121,250000.0,tt0123755,Cube,12.095263000000001,501818.0,90.0,6.9,1101.0,21.0,2.492813888348112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
803,2125,20000000.0,tt0124879,Simon Birch,2.651408,18253415.0,114.0,6.5,52.0,20.0,0.9750908196519533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
804,2126,25000000.0,tt0119934,Without Limits,3.643468,777423.0,117.0,6.4,20.0,20.0,1.2929359753258052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
805,2132,20000000.0,tt0092699,Broadcast News,8.627019,51249404.0,133.0,6.8,101.0,31.0,2.1548990224798685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
806,2134,28000000.0,tt0096463,Working Girl,8.318954,103173635.0,114.0,6.5,242.0,30.0,2.1185365257757045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
807,2136,10000000.0,tt0095593,Married to the Mob,5.611184,21486757.0,104.0,5.8,67.0,30.0,1.724761748959734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
808,2145,800000.0,tt0084472,Parasite,0.577976,7000000.0,85.0,5.1,8.0,36.0,-0.5482229336631915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
809,2153,40000000.0,tt0102558,Nothing but Trouble,10.39662,8479793.0,94.0,5.0,88.0,27.0,2.3414807533233817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
810,2156,40000000.0,tt0104257,A Few Good Men,12.330249,243240178.0,138.0,7.1,899.0,26.0,2.5120555116195455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
811,2157,38000000.0,tt0107211,Indecent Proposal,7.118123,266614059.0,117.0,5.8,300.0,25.0,1.9626440670735705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
812,2160,33000000.0,tt0120812,Rush Hour,11.840557,244386864.0,98.0,6.8,1254.0,20.0,2.471530672268248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
813,2162,2000000.0,tt0118736,Six-String Samurai,2.740989,124494.0,91.0,5.8,36.0,20.0,1.0083188041787032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,2165,55000000.0,tt0122690,Ronin,9.672094,41610884.0,122.0,6.8,670.0,20.0,2.2692448320411125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
815,2166,14000000.0,tt0146336,Urban Legend,6.0814010000000005,72527595.0,99.0,5.6,293.0,20.0,1.8052350970652855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
816,2170,25000000.0,tt0100594,The Sheltering Sky,13.798247,2075084.0,138.0,6.4,51.0,28.0,2.6245415551087867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
817,2175,15000000.0,tt0084787,The Thing,16.83125,19629760.0,109.0,7.8,1629.0,36.0,2.823237277577772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
818,2176,8000000.0,tt0105151,The Player,6.230854,21706101.0,124.0,6.9,169.0,26.0,1.8295134020566273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
819,2177,10000000.0,tt0081554,Stardust Memories,5.7205379999999995,10389003.0,89.0,6.9,96.0,38.0,1.7440628569127794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
820,2178,20000000.0,tt0099487,Edward Scissorhands,17.612244,53000000.0,105.0,7.5,3731.0,28.0,2.8685943419878637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
821,2181,60000000.0,tt0120587,Antz,16.025625,171757863.0,83.0,6.0,1320.0,20.0,2.774189003606255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
822,2183,17000000.0,tt0120770,A Night at the Roxbury,12.480685000000001,30331165.0,81.0,5.9,202.0,20.0,2.5241822492555133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
823,2184,85000000.0,tt0120889,What Dreams May Come,11.218378,71485043.0,113.0,6.8,596.0,20.0,2.417553326364415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
824,2185,1100000.0,tt0124102,Strangeland,2.31478,631221.0,86.0,4.7,36.0,20.0,0.8393146506249247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
825,2188,11000000.0,tt0082517,History of the World: Part I,9.270491999999999,31672907.0,92.0,6.5,205.0,37.0,2.2268364526030227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
826,2189,11000000.0,tt0104952,My Cousin Vinny,7.922216000000001,64088552.0,120.0,7.3,393.0,26.0,2.0696709646699776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
827,2198,28000000.0,tt0086837,2010,7.482864999999999,40400657.0,116.0,6.6,290.0,34.0,2.0126157400427926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,2200,5000000.0,tt0080678,The Elephant Man,8.405672000000001,26010864.0,124.0,7.9,740.0,38.0,2.1289067160738355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
829,2202,25000000.0,tt0144120,Bride of Chucky,13.018491000000001,50671850.0,89.0,5.5,366.0,20.0,2.566370731446148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
830,2203,75000000.0,tt0120791,Practical Magic,7.757795,46683377.0,104.0,6.3,348.0,20.0,2.0486981443324774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
831,2205,3000000.0,tt0147612,Happiness,5.493697,2807390.0,139.0,7.4,197.0,20.0,1.7036014350783069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,2209,75000000.0,tt0120157,Soldier,7.970031,14567883.0,99.0,6.1,226.0,20.0,2.0756883823805063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
833,2211,20000000.0,tt0118799,La vita è bella,39.39497,229400000.0,116.0,8.3,3643.0,21.0,3.6736381431794025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
834,2214,3500000.0,tt0100740,Tales from the Darkside: The Movie,5.732016000000001,16324573.0,93.0,5.8,92.0,28.0,1.7460673013088546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
835,2216,20000000.0,tt0120586,American History X,18.157166,23875127.0,119.0,8.2,3120.0,20.0,2.899065303726222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,2218,12000000.0,tt0120722,Living Out Loud,1.575026,12902790.0,100.0,5.4,12.0,20.0,0.45427178007784985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
837,2220,10000000.0,tt0120684,Gods and Monsters,6.7880210000000005,6451628.0,105.0,6.8,82.0,20.0,1.91515944106195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838,2221,70000000.0,tt0133952,The Siege,9.019114,116672912.0,116.0,6.1,361.0,20.0,2.1993461030859467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
839,2222,23000000.0,tt0120484,The Waterboy,9.461822999999999,185991646.0,90.0,5.9,521.0,20.0,2.2472650706294237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
840,2223,30000000.0,tt0127536,Elizabeth,7.566321,82150642.0,124.0,7.2,346.0,20.0,2.023706951956372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
841,2225,65000000.0,tt0130018,I Still Know What You Did Last Summer,11.023042,40002112.0,100.0,5.1,381.0,20.0,2.3999878091889246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
842,2227,90000000.0,tt0119643,Meet Joe Black,14.026744,142940100.0,178.0,6.9,1174.0,20.0,2.6409657930541313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
843,2231,9000000.0,tt0089941,Runaway Train,15.236541,7936012.0,111.0,7.0,129.0,33.0,2.7236965559933144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,2235,4000000.0,tt0091954,Sid & Nancy,5.681582,2826523.0,111.0,7.0,106.0,32.0,1.737229715080012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
845,2240,90000000.0,tt0120660,Enemy of the State,12.978750999999999,250649836.0,132.0,6.7,1266.0,20.0,2.563313481684546,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
846,2241,30000000.0,tt0134067,The Rugrats Movie,5.1543730000000005,100491683.0,79.0,5.8,149.0,20.0,1.6398454805855216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
847,2242,120000000.0,tt0120623,A Bug's Life,16.869208999999998,363258859.0,95.0,6.8,2379.0,20.0,2.825490007491797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848,2244,2900000.0,tt0140888,Central do Brasil,4.919716,5596708.0,113.0,7.6,132.0,20.0,1.5932508052609111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
849,2248,12000.0,tt0069089,Pink Flamingos,5.738871,6000000.0,93.0,6.2,111.0,46.0,1.7472625010900102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
850,2251,2000000.0,tt0087344,Godzilla 1985,2.894009,4100000.0,87.0,6.7,34.0,34.0,1.062642738086972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
851,2253,672000.0,tt0024216,King Kong,8.73274,10000000.0,100.0,7.7,346.0,85.0,2.16707918085969,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
852,2254,23000000.0,tt0074751,King Kong,5.810716,90614445.0,134.0,5.9,179.0,42.0,1.7597037990712567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
853,2255,10000000.0,tt0091344,King Kong Lives,2.663294,4711220.0,105.0,4.6,29.0,32.0,0.9795637025404431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
854,2256,5000000.0,tt0089017,Desperately Seeking Susan,8.679349,27400000.0,104.0,6.0,99.0,33.0,2.160946525859618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
855,2258,8000000.0,tt0089155,Fletch,6.0404860000000005,59612888.0,98.0,6.8,210.0,33.0,1.7984844722858626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
856,2259,8045760.0,tt0097366,Fletch Lives,10.357224,35150960.0,95.0,5.8,98.0,29.0,2.337684247257385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
857,2260,17900000.0,tt0089893,Red Sonja,10.014248,6948633.0,89.0,5.0,211.0,33.0,2.3040088789296376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
858,2262,10000000.0,tt0091541,The Money Pit,7.054864,54999651.0,91.0,6.2,288.0,32.0,1.953717308010538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
859,2263,30000000.0,tt0090264,A View to a Kill,12.840798,152427960.0,131.0,6.0,515.0,33.0,2.5526274458633234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
860,2265,4500000.0,tt0087928,Police Academy,8.354488,146198896.0,96.0,6.5,614.0,34.0,2.1227988794993626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
861,2271,90000000.0,tt0120595,Babe: Pig in the City,6.229629,69131860.0,92.0,5.3,312.0,20.0,1.8293167804643589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862,2272,15000000.0,tt0119304,Home Fries,2.3128439999999997,10443316.0,93.0,4.8,32.0,20.0,0.8384779360980106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,2273,3500000.0,tt0165494,Ringmaster,0.556435,9247881.0,90.0,3.8,13.0,20.0,-0.5862049165259128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
864,2274,30000000.0,tt0124198,Very Bad Things,10.432293,9898412.0,100.0,6.2,182.0,20.0,2.3449060914463162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
865,2276,60000000.0,tt0155975,Psycho,6.715897999999999,37141130.0,105.0,4.8,233.0,20.0,1.9044775514882877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
866,2280,70000000.0,tt0120844,Star Trek: Insurrection,9.538877000000001,118000000.0,103.0,6.3,402.0,20.0,2.2553757636465583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
867,2281,70000000.0,tt0120794,The Prince of Egypt,11.898185,218613188.0,99.0,6.9,847.0,20.0,2.4763858674765684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
868,2282,9000000.0,tt0128445,Rushmore,5.997054,17096053.0,93.0,7.5,688.0,20.0,1.7912683486480836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
869,2283,25000000.0,tt0138097,Shakespeare in Love,13.813154999999998,289317794.0,122.0,6.8,831.0,20.0,2.6256213989681196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,2286,50000000.0,tt0089961,Santa Claus: The Movie,11.690532000000001,23717291.0,108.0,6.1,58.0,33.0,2.458779283430511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,2289,44000000.0,tt0089880,Rambo: First Blood Part II,11.924462,300400432.0,96.0,6.3,884.0,33.0,2.4785919204526956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
872,2290,15000000.0,tt0083944,First Blood,14.778884,125212904.0,93.0,7.2,1523.0,36.0,2.6931994052267356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873,2291,63000000.0,tt0095956,Rambo III,11.624866,189015611.0,102.0,5.7,703.0,30.0,2.4531464245252645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,2292,25000000.0,tt0089370,The Jewel of the Nile,10.571841000000001,96773200.0,106.0,6.0,289.0,33.0,2.3581939569013626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
875,2293,10000000.0,tt0088011,Romancing the Stone,6.827192999999999,86572238.0,106.0,6.6,477.0,34.0,1.9209136081405502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
876,2295,17500000.0,tt0094890,Cocoon: The Return,12.167264999999999,25024919.0,116.0,5.4,103.0,30.0,2.4987491487933258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
877,2296,7000000.0,tt0079817,Rocky II,11.789813,200182160.0,119.0,6.9,948.0,39.0,2.467235853524427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,2297,17000000.0,tt0084602,Rocky III,11.673366,270000000.0,99.0,6.6,894.0,36.0,2.457309836586594,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
879,2298,31000000.0,tt0089927,Rocky IV,10.25721,300473716.0,91.0,6.6,984.0,33.0,2.3279808729384435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,2299,42000000.0,tt0100507,Rocky V,14.007329,119946358.0,104.0,5.3,688.0,28.0,2.639580692636937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
881,2300,15000000.0,tt0088930,Clue,7.720008999999999,14643997.0,94.0,7.1,377.0,33.0,2.043815529839114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882,2307,8000000.0,tt0087538,The Karate Kid,7.644989999999999,90815558.0,126.0,6.9,913.0,34.0,2.0340505313356965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,2308,113.0,tt0091326,"The Karate Kid, Part II",9.231318,115103979.0,113.0,5.9,457.0,32.0,2.222601833553428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
